RECORD #(BIBLIO);MAT TYPE;008 Date One;008 Date Two;245|a;245|b;246|a;222|a;260|a;260|b;260|c;264|a;264|b;264|c;300;310;911;530;590;866;362
b13874196;s  ;1871;1924;كتاب المدرسة الكلية السورية الإنجيلية السنوي /;;"Kitāb al-Madrasah al-Kullīyah al-Sūrīyah al-Injīlīyah al-sanawī$""اللائحة السنوية للجامعة الأميركانية في بيروت""$""الكتاب السنوي (المدرسة الكلية السورية الإنجيلية)""";كتاب المدرسة الكلية السورية الإنجيلية السنوي;;;;بيروت :;المدرسة الكلية السورية الإنجيلية،;1871-1924.;"مجلدات ؛ 22 سم";;CEASE;;تحفظ في دائرة الارشيف والمجموعات الخاصة.;في المكتبة:1871-1872/73، 1875/1876و1890-1884و 1896-1914و 1918-1919 ،1920-1924.;
b12824288;s  ;1911;1914;كوكب البرية :;مجلة كاثوليكية شاملة.;Kawkāb al-barīyah :;كوكب البرية;;;;بعبدا، لبنان :;المطبعة الأنطونية،;1911-1914.;"1 مجلد ؛ 22 سم";شهرية.;CEASE;متوفر ايضاً على ميكروفيلم : Mic-NA:000433.;;في المكتبة :مج.1:ع.1-مج.4:ع.11(1911:كانون الثاني-1914:تشرين الثاني);صدر الجزء الاول كانون الثاني سنة 1911.
b13150170;1  ;1911;1914;كوكب البرية :;مجلة كاثوليكية شاملة.;Kawkāb al-barīyah :;كوكب البرية;;;;بعبدا، لبنان :;المطبعة الانطونية،;1911-1914.;"1 بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;متوفر ايضاً على نسحة مطبوعة.;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات العلمية، مكتبة يافث التذكارية، 2001;في المكتبة:مج. 1(1911:كانون الثاني-كانون الاول);صدر الجزء الاول كانون الثاني سنة 1911.
b12821615;1  ;1891;1910;لبنان :;جريدة سياسية علمية تجارية أدبية.;Lubnān :;لبنان;;;;بعبدا، لبنان :;[إبراهيم الاسود]،;1891-1910.;"بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;متوفر أيضاً على نسخة مطبوعة.;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية.;في المكتبة : 1891:كانون الثاني-1910:أيار.;
b22887271;s  ;1891;1910;لبنان :;جريدة سياسية علمية تجارية أدبية.;Lubnān :;لبنان;;;;بعبدا، لبنان :;[إبراهيم الاسود]،;1891-1910.;"مجلد ؛ 58 سم";;CEASE;متوفر أيضاً على ميكروفيلم Mic-NA:000078.;;"في المكتبة: مج.1-5(1891-1898:أيار)؛ مج.15:ع.684(1906:تشرين الثاني)";
b12821949;1  ;1877;1975;لسان الحال :;جريدة يومية مستقلة.;Lisān al-ḥāl :;لسان الحال;;;;بيروت :;[خليل سركيس]،;1877-1975.;"بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";يومية.;CEASE;متوفر ايضاً بنسخة ورقية.;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية.;"في المكتبة :1877: تشرين الاول 18-1932: تشرين الاول 17؛1960: نيسان 13-1975:تشرين اول.";
b21168131;s  ;1877;1975;لسان الحال :;جريدة يومية مستقلة.;Lisān al-ḥāl :;لسان الحال;;;;بيروت :;[خليل سركيس]،;1877-1975.;"مجلدات : مصورات ؛ 62 سم";يومية.;CEASE;متوفر أيضاً على ميكروفيلم رقم : Mic-NA:000111;;"في المكتبة: 1880-1882؛ 1890-1891، 1899-1990؛ 1922:شباط، 1924: تموز، 1929-1930؛ 1960:نيسان-1975:تشرين الأول.";
b1282821x;1  ;1912;19uu;لسان العرب :;مجلة تاريخية اجتماعية علمية ادبية.;Lisān al-‘arab :;لسان العرب;;;;الآستانة :;المنتدى الادبي،;1912-[19؟؟];"بكرة ميكروفيلم : سلبي وايحابي ؛ 35 مم";;CEASE;;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية، 1994.;في المكتبة :مج. 1(1331/1332هـ);
b12824501;s  ;1911;1931;لغة العرب :;مجلة أدبية علمية تاريخية بيد الآباء الكرمليين المرسلين.;"Lughat al-ʻArab :$""Loghat el-‘arab""";لغة العرب;;;;بغداد :;الآباء الكرمليون،;1911-1931.;9 مجلدات;شهرية.;CEASE;;;"في المكتبة: مج.1:ع.1-مج.4:ع.2(1911:تموز-1914:آب)؛ مج.4-مج.9(1926:تموز-1931:تشرين الأول)";صدر العدد الاول سنة 1911.
b12824951;s  ;1892;1893;مجلة الأستاذ /;;al-Ustādh;مجلة الأستاذ ;;;;مصر :;الهيئة المصرية العامة للكتاب،;1994.;"2 مجلد ؛ 24 سم.";;CEASE;;;في المكتبة :ع. 1-42 (1892: آب -1893: حزيران);
b2537560x;s  ;1926;1929;مجلة الآثار الشرقية /;;DOCUMENTS D'ORIENT :;مجلة الآثار الشرقية;;;;بيروت، لبنان :;البطريركية الإنطاكية السريانية،;1926-[1929];"مجلدات ؛ 22 سم";;CEASE;;;"في المكتبة: مج.1:ع.1-12(1926:كانون الثاني-كانون الأول)؛ مج.2:ع.12(1927:كانون الأول)؛ مج.3:ع.3(1928:آذار)؛ مج.4:ع.3-7، 12(1929:آذار-تموز، كانون الأول)";السنة الأولى، العدد الأول (كانون الثاني 1926)
b1283032x;s  ;1928;1973;مجلة التربية الحديثة /;;"Majallat al-tarbiyah al-ḥadīthah$""مجلة التربية الحديثة :""$""Journal of modern education""";مجلة التربية الحديثة;;;;القاهرة :;الجامعة الأميركية بالقاهرة،;1928-1973.;"880-06 مجلدات ؛ 24 سم";880-07 فصلية.;CEASE;;"توقفت عن الوصول الى المكتبة.$""الفهارس في دائرة المراجع.""";في المكتبة:مج. 1-17، 21-46 (1928-1944/1943، 1948/1947-1973/1972);
b12830318;s  ;1928;1931;مجلة التربية والتعليم.;;Majallat al-tarbiyah wa-al-ta‘līm;مجلة التربية والتعليم;;;;بغداد :;مطبعة الآداب،;1928-1931.;"4 مجلدات ؛ 25 سم";;CEASE;;;في المكتبة:مج. 1-4 (1928-1931);
b12819578;s  ;1910;1932;مجلة الحقوق.;;Majallat al-ḥuqūq;مجلة الحقوق ;;;;بيروت :;نجيب خلف،;1910-1913, 1928-1932.;2 مجلد : 24 سم;تصدر ستة اجزاء في السنة.;CEASE;;;"في المكتبة: مج.1:ع.3(1910:أيار)؛ مج.2:ع.2-10(1910:نيسان-كانون الأول)؛ مج.3:ع.1-3، 6(1913)؛ مج.4-5(1928-1930)؛ مج.6:ع.1-6(1931/1932)";
b23286180;s  ;1921;191u;مجلة الرابطة الأدبية :;مجلة شهرية مصورة أدبية /;;مجلة الرابطة الأدبية;;;;دمشق، سوريا :;جمعية الرابطة الأدبية،;1921-[19؟؟];"مجلد ؛ 23 سم";شهرية.;CEASE;;;في المكتبة:مج.1:ع.1-9(1921:أيلول-1922:أيار);السنة الأولى، العدد الأول (أيلول 1921)
b12823211;1  ;1903;1906;مجلة السيدات والبنات.;;Majallat al-sayyidāt wa-al-banāt;مجلة السيدات والبنات;;;;الإسكندرية :;[روز انطون]،;1903-1906.;"بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية;في المكتبة :مج. 1-3 (1903:نيسان-1906:ايلول);
b12821664;1  ;1922;1931;مجلة السيدات والرجال.;;Majallat al-sayyidāt wa-al-rijāl;مجلة السيدات والرجال;;;;القاهرة :;نقولا الحداد،;1922-1931.;"بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية.;في المكتبة :1922:اغسطس-1923، 1926-1927، 1930-1931:فبراير.;
b23277014;s  ;1922;1931;مجلة السيدات والرجال.;;Majallat al-sayyidāt wa-al-rijāl;مجلة السيدات والرجال;;;;القاهرة :;نقولا الحداد،;1922-1931.;مجلدات;;CEASE;متوفر أيضاً على ميكروفيلم Mic-NA:000083;;"في المكتبة:مج.4:ع.4، 5(1923:شباط، آذار)؛ مج.5:ع.11/12(1924:تشرين الأول)؛ مج.6:ع.7، 11/12(1925)؛ مج.8:ع.1، 2، 10(1926:تشرين الثاني، كانون الأول، 1927:كانون الأول)؛ مج.9:ع.1-12(1927: تشرين الثاني-1928:تشرين الثاني)؛ مج.10:ع.2، 5-7(1928:كانون الأول؛ 1929:آذار، نيسان/أيار)؛ مج.11:ع.2، 4، 5، 7، 9(1930: شباط، نيسان، تموز، تشرين الأول)";
b1282320x;1  ;1921;1922;مجلة السيدات.;;Majallat al-sayyidāt;مجلة السيدات;;;;القاهرة :;[روز انطون حداد]،;1921-1922.;"بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";شهرية;CEASE;;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية.;في المكتبة : مج. 3 (1921-1922);
b13144169;s  ;1928;19uu;مجلة الشرق.;;"Majallat al-sharq$""O'oriente""";مجلة الشرق ;;;;[البرازيل] :;موسى كريم،;1928-[19؟؟];880-03 مجلدات.;مرتين في الشهر.;CEASE;متوفر ايضاً على ميكروفيلم : Mic-NA:000453;;"في المكتبة: مج.1:ع.1-22(1928:نيسان-1929:آذار)؛ مج.2:ع.15، 23-40، 42(1929:تشرين الأول، آذار-1930:كانون الثاني)؛ مج.3:ع.1-22(1930:آذار-1931:شباط)+عدد خاص آب 1930؛ مج.4:ع.1-22(1931:آذار-1932:كانون الثاني)؛ مج.5:ع.1-20(1932:شباط-1933:كانون الثاني)؛ مج.6(1933:شباط-تشرين الثاني)؛ مج.7:ع.3/4، 10/11(1934:شباط، حزيران)؛ مج.8:ع.10(1935:حزيران)؛ مج.9:ع.2، 9، 20(1936:كانون الثاني، أيار، كانون الأول)؛ مج.10:ع.3، 5، 10(1937:آذار، أيار، تشرين الأول)؛ مج.11:ع.3، 7، 10(1938:آذار، تموز، أيلول)؛ مج.12:ع.10(1939:تشرين الأول)؛ مج.18:ع.8، ";صدرت عام 1928.
b1314974x;1  ;1928;19uu;مجلة الشرق.;;"Majallat al-sharq$""O'oriente""";مجلة الشرق ;;;;[البرازيل] :;موسى كريم،;1928-[19؟؟];"1 بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;متوفر ايضاً على نسخة مطبوعة.;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية، 2001;في المكتبة:مج.6(1933: شباط - تشرين الثاني);صدرت عام 1928.
b12824008;1  ;1909;1912;مجلة العثماني.;;Majallat al-‘Uthmānī;مجلة العثماني;;;;البترون، لبنان :;[اسطفان صوان]،;1909-1912.;"بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية، 1986.;في المكتبة :س.1:ع. 7 و8-س. 4:ع. 4 (1909:كانون الاول -1912:كانون الاول);
b23277105;s  ;1913;1914;مجلة العلوم الإجتماعية :;تبحث في الحقوق والإقتصاد والإجتماع;;مجلة العلوم الإجتماعية;;;;بيروت :;المطبعة العثمانية،;1913-[1914];"مجلد ؛ 24 سم";;CEASE;;;في المكتبة: مج.1:ع.1-10(1913:أيلول-1914:حزيران);السنة الأولى، العدد الأول (أيلول 1913)
b12819244;s  ;1905;1932;مجلة الكلمة.;;Majallat al-kalimah;مجلة الكلمة;;;;نيويورك :;دار الكلمة،;1905-1932.;"مجلدات ؛ 23 سم";شهرية;CEASE;;بعض الاجزاء غير كاملة.;في المكتبة:مج.1-10، 14-15(1905-1914، 1931-1932);صدرت سنة 1905.
b12824781;s  ;1900;1904;مجلة اللواء.;;Majallat al-Liwā’;مجلة اللواء;;;;مصر :;مصطفى كامل،;1900-1904.;"4 مجلدات : مصورات ؛ 24 سم";;CEASE;متوفر ايضاً على ميكروفيلم : Mic-NA:000494;نسختان من : 1903-1904;في المكتبة :1900-1904.;صدر العدد الاول السنة الاولى 15 تشرين الثاني 1900.
b13582136;1  ;1900;1904;مجلة اللواء.;;Majallat al-Liwā’;مجلة اللواء;;;;مصر :;مصطفى كامل،;1900-1904.;"بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;متوفر ايضاً على نسخة مطبوعة.;نسخة مصورة على ميكروفيلم. تم التصوير في مكتبة يافث، دائرة المصغرات الفلمية.;في المكتبة:1900:كانون الثاني-1904:أيلول.;
b12825037;s  ;1900;1908;مجلة المجلات العربية :;مجلة اسلامية عمومية تصويرية.;Majallat al-majallāt al-‘Arabīyah :;مجلة المجلات العربية;;;;القاهرة :;محمود حسيب،;1900-1908.;"3 مجلدات : مصورات ؛ 24 سم";شهرية.;CEASE;;;"في المكتبة:مج.1-3(1900-1902)؛ مج.8(1908)";صدر العدد الاول السنة الاول نيسان 1900.
b13149775;1  ;1925;1927;مجلة المدرسة الداودية :;علمية اجتماعية مدرسية /;;مجلة المدرسة الداودية;;;;عبيه، لبنان :;المدرسة الداودية،;1925-1927.;"1 بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";;CEASE;;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية 2001.;في المكتبة:مج.1:ع.1-4(1925-1927);
b10024657;s  ;1924;194u;مجلة المعهد الطبي العربي :;تبحث في الطب والصيدلة وجميع فروعها.;Revue de la Faculté Arabe de Medecine;مجلة المعهد الطبي العربي;;;;دمشق، سوريا :;المعهد الطبي العربي،;1924-[194؟];"مجلدات ؛ 24 سم";شهرية.;CEASE;;;في المكتبة : مج.1-21(1924-1946);المجلد الأول، العدد الأول (كانون الثاني 1924)
b23286271;s  ;1921;191u;مجلة النهضة النسائية :;أدبية تهذيبية إجتماعية.;;مجلة النهضة النسائية ;;;;القاهرة، مصر :;"مطبعة الإعتماد؛";1921-[19؟؟];"مجلد ؛ 32 سم";أسبوعية.;CEASE;;;في المكتبة:مج.1:ع.12(1922:تموز);السنة الأولى، العدد الأول (تموز 1921)
b12821676;1  ;1905;1925;مجلة سركيس.;;Majallat Sarkīs;مجلة سركيس ;;;;مصر :;[سليم سركيس]،;1905-1925.;"بكرة ميكروفيلم : سلبي وايجابي ؛ 35 مم";شهرية، 1922-;CEASE;توفر ايضاً على نسخة مطبوعة.;نسخة مصورة على ميكروفيلم. تم التصوير في دائرة المصغرات الفلمية، مكتبة يافث التذكارية.;في المكتبة :1908: ايار1-1910: حزيران 15.;صدرت سنة 1905.
